2;1
2;2
1;3
1;4
3;5
2;6
3;7
2;8
2;9
2;10
1;11
3;12
2;13
1;14
3;15
1;16
1;17
2;18
3;19
3;20
1;21
2;22
2;23
3;24
2;25
2;26
1;27
1;28
2;29
3;30
3;31
3;32
2;33
2;34
2;35
3;36
2;37
2;38
3;39
1;40
2;41
1;42
1;43
1;44
1;45
2;46
1;47
2;48
3;49
3;50
3;51
2;52
3;53
2;54
3;55
2;56
1;57
3;58
2;59
2;60
1;61
1;62
2;63
2;64
2;65
3;66
2;67
1;68
1;69
2;70
2;71
2;72
3;73
1;74
3;75
3;76
2;77
1;78
1;79
3;80
3;81
2;82
2;83
2;84
1;85
2;86
2;87
3;88
3;89
3;90
3;91
3;92
1;93
3;94
3;95
1;96
1;97
3;98
2;99
3;100
1;101
1;102
3;103
2;104
2;105
1;106
2;107
3;108
3;109
1;110
2;111
2;112
2;113
3;114
2;115
1;116
2;117
2;118
3;119
1;120
2;121
3;122
1;123
3;124
1;125
1;126
1;127
1;128
1;129
3;130
3;131
1;132
2;133
1;134
3;135
3;136
1;137
3;138
3;139
1;140
1;141
2;142
3;143
3;144
1;145
3;146
2;147
1;148
2;149
1;150
2;151
3;152
2;153
3;154
3;155
2;156
3;157
3;158
1;159
2;160
1;161
2;162
2;163
2;164
1;165
2;166
3;167
3;168
1;169
3;170
3;171
3;172
1;173
3;174
2;175
3;176
1;177
3;178
1;179
2;180
1;181
2;182
3;183
3;184
1;185
2;186
2;187
3;188
2;189
1;190
2;191
3;192
3;193
3;194
2;195
2;196
1;197
3;198
3;199
3;200
2;201
1;202
1;203
3;204
2;205
2;206
2;207
3;208
2;209
3;210
1;211
1;212
3;213
1;214
3;215
3;216
2;217
1;218
1;219
1;220
3;221
1;222
2;223
2;224
1;225
1;226
1;227
2;228
2;229
2;230
2;231
2;232
2;233
3;234
3;235
1;236
3;237
2;238
3;239
2;240
3;241
2;242
1;243
2;244
2;245
1;246
3;247
1;248
3;249
2;250
3;251
1;252
2;253
2;254
2;255
2;256
1;257
2;258
1;259
1;260
1;261
1;262
3;263
2;264
2;265
2;266
3;267
3;268
1;269
2;270
3;271
1;272
2;273
2;274
3;275
1;276
3;277
1;278
1;279
1;280
3;281
